"date","year","doy","hour","tmin","tmax","tmean","climatetype","precip"
2017-04-08,2017,98,"17",2.79,9.09,8.51,"weldhill",0
2017-04-08,2017,98,"18",2.79,9.09,7.95,"weldhill",0
2017-04-08,2017,98,"19",2.79,9.09,7.34,"weldhill",0
2017-04-08,2017,98,"20",2.79,9.09,7.51,"weldhill",0
2017-04-08,2017,98,"21",2.79,9.09,7.34,"weldhill",0
2017-04-08,2017,98,"22",2.79,9.09,7.29,"weldhill",0
2017-04-08,2017,98,"23",2.79,9.09,7.25,"weldhill",0
2017-04-09,2017,99,"00",2.77,19.29,7.15,"weldhill",0
2017-04-09,2017,99,"01",2.77,19.29,6.54,"weldhill",0
2017-04-09,2017,99,"02",2.77,19.29,5.31,"weldhill",0
2017-04-09,2017,99,"03",2.77,19.29,4.32,"weldhill",0
2017-04-09,2017,99,"04",2.77,19.29,3.64,"weldhill",0
2017-04-09,2017,99,"05",2.77,19.29,2.99,"weldhill",0
2017-04-09,2017,99,"06",2.77,19.29,3.19,"weldhill",0
2017-04-09,2017,99,"07",2.77,19.29,5.35,"weldhill",0
2017-04-09,2017,99,"08",2.77,19.29,7.96,"weldhill",0
2017-04-09,2017,99,"09",2.77,19.29,10.31,"weldhill",0
2017-04-09,2017,99,"10",2.77,19.29,12.31,"weldhill",0
2017-04-09,2017,99,"11",2.77,19.29,13.56,"weldhill",0
2017-04-09,2017,99,"12",2.77,19.29,14.96,"weldhill",0
2017-04-09,2017,99,"13",2.77,19.29,16.43,"weldhill",0
2017-04-09,2017,99,"14",2.77,19.29,17.59,"weldhill",0
2017-04-09,2017,99,"15",2.77,19.29,18.53,"weldhill",0
2017-04-09,2017,99,"16",2.77,19.29,19.09,"weldhill",0
2017-04-09,2017,99,"17",2.77,19.29,18.77,"weldhill",0
2017-04-09,2017,99,"18",2.77,19.29,17.94,"weldhill",0
2017-04-09,2017,99,"19",2.77,19.29,14.14,"weldhill",0
2017-04-09,2017,99,"20",2.77,19.29,13.88,"weldhill",0
2017-04-09,2017,99,"21",2.77,19.29,12.85,"weldhill",0
2017-04-09,2017,99,"22",2.77,19.29,11.95,"weldhill",0
2017-04-09,2017,99,"23",2.77,19.29,11.31,"weldhill",0
2017-04-10,2017,100,"00",7.99,25.64,10.66,"weldhill",0
2017-04-10,2017,100,"01",7.99,25.64,10.17,"weldhill",0
2017-04-10,2017,100,"02",7.99,25.64,9.83,"weldhill",0
2017-04-10,2017,100,"03",7.99,25.64,9.4,"weldhill",0
2017-04-10,2017,100,"04",7.99,25.64,9.19,"weldhill",0
2017-04-10,2017,100,"05",7.99,25.64,8.78,"weldhill",0
2017-04-10,2017,100,"06",7.99,25.64,8.41,"weldhill",0
2017-04-10,2017,100,"07",7.99,25.64,10.47,"weldhill",0
2017-04-10,2017,100,"08",7.99,25.64,14.61,"weldhill",0
2017-04-10,2017,100,"09",7.99,25.64,17.96,"weldhill",0
2017-04-10,2017,100,"10",7.99,25.64,21.27,"weldhill",0
2017-04-10,2017,100,"11",7.99,25.64,23.31,"weldhill",0
2017-04-10,2017,100,"12",7.99,25.64,24.78,"weldhill",0
2017-04-10,2017,100,"13",7.99,25.64,24.81,"weldhill",0
2017-04-10,2017,100,"14",7.99,25.64,25,"weldhill",0
2017-04-10,2017,100,"15",7.99,25.64,24.42,"weldhill",0
2017-04-10,2017,100,"16",7.99,25.64,22.56,"weldhill",0
2017-04-10,2017,100,"17",7.99,25.64,21.57,"weldhill",0
2017-04-10,2017,100,"18",7.99,25.64,19.27,"weldhill",0
2017-04-10,2017,100,"19",7.99,25.64,17.4,"weldhill",0
2017-04-10,2017,100,"20",7.99,25.64,16.32,"weldhill",0
2017-04-10,2017,100,"21",7.99,25.64,15.28,"weldhill",0
2017-04-10,2017,100,"22",7.99,25.64,14.49,"weldhill",0
2017-04-10,2017,100,"23",7.99,25.64,13.86,"weldhill",0
2017-04-11,2017,101,"00",11.08,30.24,13.26,"weldhill",0
2017-04-11,2017,101,"01",11.08,30.24,12.61,"weldhill",0
2017-04-11,2017,101,"02",11.08,30.24,12.38,"weldhill",0
2017-04-11,2017,101,"03",11.08,30.24,11.92,"weldhill",0
2017-04-11,2017,101,"04",11.08,30.24,11.52,"weldhill",0
2017-04-11,2017,101,"05",11.08,30.24,11.17,"weldhill",0
2017-04-11,2017,101,"06",11.08,30.24,11.53,"weldhill",0
2017-04-11,2017,101,"07",11.08,30.24,13.43,"weldhill",0
2017-04-11,2017,101,"08",11.08,30.24,16.42,"weldhill",0
2017-04-11,2017,101,"09",11.08,30.24,19.5,"weldhill",0
2017-04-11,2017,101,"10",11.08,30.24,22.47,"weldhill",0
2017-04-11,2017,101,"11",11.08,30.24,25.49,"weldhill",0
2017-04-11,2017,101,"12",11.08,30.24,27.45,"weldhill",0
2017-04-11,2017,101,"13",11.08,30.24,29,"weldhill",0
2017-04-11,2017,101,"14",11.08,30.24,29.98,"weldhill",0
2017-04-11,2017,101,"15",11.08,30.24,29.77,"weldhill",0
2017-04-11,2017,101,"16",11.08,30.24,28.83,"weldhill",0
2017-04-11,2017,101,"17",11.08,30.24,26.58,"weldhill",0
2017-04-11,2017,101,"18",11.08,30.24,24.88,"weldhill",0
2017-04-11,2017,101,"19",11.08,30.24,21.93,"weldhill",0
2017-04-11,2017,101,"20",11.08,30.24,20.04,"weldhill",0
2017-04-11,2017,101,"21",11.08,30.24,18.47,"weldhill",0
2017-04-11,2017,101,"22",11.08,30.24,17.35,"weldhill",0
2017-04-11,2017,101,"23",11.08,30.24,16.34,"weldhill",0
2017-04-12,2017,102,"00",10.32,16.92,15.21,"weldhill",0.254
2017-04-12,2017,102,"01",10.32,16.92,14.17,"weldhill",0.254
2017-04-12,2017,102,"02",10.32,16.92,13.41,"weldhill",0.254
2017-04-12,2017,102,"03",10.32,16.92,12.34,"weldhill",0.254
2017-04-12,2017,102,"04",10.32,16.92,11.54,"weldhill",0.254
2017-04-12,2017,102,"05",10.32,16.92,10.68,"weldhill",0.254
2017-04-12,2017,102,"06",10.32,16.92,11,"weldhill",0.254
2017-04-12,2017,102,"07",10.32,16.92,13.7,"weldhill",0.254
2017-04-12,2017,102,"08",10.32,16.92,13.88,"weldhill",0.254
2017-04-12,2017,102,"09",10.32,16.92,14.53,"weldhill",0.254
2017-04-12,2017,102,"10",10.32,16.92,15.8,"weldhill",0.254
2017-04-12,2017,102,"11",10.32,16.92,16.64,"weldhill",0.254
2017-04-12,2017,102,"12",10.32,16.92,15.29,"weldhill",0.254
2017-04-12,2017,102,"13",10.32,16.92,13.43,"weldhill",0.254
2017-04-12,2017,102,"14",10.32,16.92,13.25,"weldhill",0.254
2017-04-12,2017,102,"15",10.32,16.92,15.68,"weldhill",0.254
2017-04-12,2017,102,"16",10.32,16.92,15.03,"weldhill",0.254
2017-04-12,2017,102,"17",10.32,16.92,15.59,"weldhill",0.254
2017-04-12,2017,102,"18",10.32,16.92,15.95,"weldhill",0.254
2017-04-12,2017,102,"19",10.32,16.92,15.03,"weldhill",0.254
2017-04-12,2017,102,"20",10.32,16.92,14.02,"weldhill",0.254
2017-04-12,2017,102,"21",10.32,16.92,13.22,"weldhill",0.254
2017-04-12,2017,102,"22",10.32,16.92,12.8,"weldhill",0.254
2017-04-12,2017,102,"23",10.32,16.92,11.66,"weldhill",0.254
2017-04-13,2017,103,"00",4.19,14.34,10.51,"weldhill",0
2017-04-13,2017,103,"01",4.19,14.34,9.36,"weldhill",0
2017-04-13,2017,103,"02",4.19,14.34,8.27,"weldhill",0
2017-04-13,2017,103,"03",4.19,14.34,7.27,"weldhill",0
2017-04-13,2017,103,"04",4.19,14.34,6.14,"weldhill",0
2017-04-13,2017,103,"05",4.19,14.34,4.82,"weldhill",0
2017-04-13,2017,103,"06",4.19,14.34,5.9,"weldhill",0
2017-04-13,2017,103,"07",4.19,14.34,8.41,"weldhill",0
2017-04-13,2017,103,"08",4.19,14.34,8.67,"weldhill",0
2017-04-13,2017,103,"09",4.19,14.34,9.85,"weldhill",0
2017-04-13,2017,103,"10",4.19,14.34,10.57,"weldhill",0
2017-04-13,2017,103,"11",4.19,14.34,10.97,"weldhill",0
2017-04-13,2017,103,"12",4.19,14.34,11,"weldhill",0
2017-04-13,2017,103,"13",4.19,14.34,12.48,"weldhill",0
2017-04-13,2017,103,"14",4.19,14.34,13.47,"weldhill",0
2017-04-13,2017,103,"15",4.19,14.34,13.54,"weldhill",0
2017-04-13,2017,103,"16",4.19,14.34,13.94,"weldhill",0
2017-04-13,2017,103,"17",4.19,14.34,13.52,"weldhill",0
2017-04-13,2017,103,"18",4.19,14.34,12.92,"weldhill",0
2017-04-13,2017,103,"19",4.19,14.34,12.04,"weldhill",0
2017-04-13,2017,103,"20",4.19,14.34,11.68,"weldhill",0
2017-04-13,2017,103,"21",4.19,14.34,11.28,"weldhill",0
2017-04-13,2017,103,"22",4.19,14.34,8.93,"weldhill",0
2017-04-13,2017,103,"23",4.19,14.34,6.71,"weldhill",0
2017-04-14,2017,104,"00",2.34,15.79,5.46,"weldhill",0
2017-04-14,2017,104,"01",2.34,15.79,4.7,"weldhill",0
2017-04-14,2017,104,"02",2.34,15.79,4.25,"weldhill",0
2017-04-14,2017,104,"03",2.34,15.79,3.11,"weldhill",0
2017-04-14,2017,104,"04",2.34,15.79,2.68,"weldhill",0
2017-04-14,2017,104,"05",2.34,15.79,2.79,"weldhill",0
2017-04-14,2017,104,"06",2.34,15.79,4.18,"weldhill",0
2017-04-14,2017,104,"07",2.34,15.79,8.49,"weldhill",0
2017-04-14,2017,104,"08",2.34,15.79,10.8,"weldhill",0
2017-04-14,2017,104,"09",2.34,15.79,12.48,"weldhill",0
2017-04-14,2017,104,"10",2.34,15.79,13.5,"weldhill",0
2017-04-14,2017,104,"11",2.34,15.79,14.16,"weldhill",0
2017-04-14,2017,104,"12",2.34,15.79,14.58,"weldhill",0
2017-04-14,2017,104,"13",2.34,15.79,14.88,"weldhill",0
2017-04-14,2017,104,"14",2.34,15.79,14.43,"weldhill",0
2017-04-14,2017,104,"15",2.34,15.79,15.31,"weldhill",0
2017-04-14,2017,104,"16",2.34,15.79,14.49,"weldhill",0
2017-04-14,2017,104,"17",2.34,15.79,14.08,"weldhill",0
2017-04-14,2017,104,"18",2.34,15.79,13.65,"weldhill",0
2017-04-14,2017,104,"19",2.34,15.79,12.25,"weldhill",0
2017-04-14,2017,104,"20",2.34,15.79,11.09,"weldhill",0
2017-04-14,2017,104,"21",2.34,15.79,9.93,"weldhill",0
2017-04-14,2017,104,"22",2.34,15.79,8.82,"weldhill",0
2017-04-14,2017,104,"23",2.34,15.79,8.05,"weldhill",0
2017-04-15,2017,105,"00",3.98,20.84,7.59,"weldhill",0
2017-04-15,2017,105,"01",3.98,20.84,6.93,"weldhill",0
2017-04-15,2017,105,"02",3.98,20.84,5.97,"weldhill",0
2017-04-15,2017,105,"03",3.98,20.84,5.39,"weldhill",0
2017-04-15,2017,105,"04",3.98,20.84,4.86,"weldhill",0
2017-04-15,2017,105,"05",3.98,20.84,4.47,"weldhill",0
2017-04-15,2017,105,"06",3.98,20.84,4.87,"weldhill",0
2017-04-15,2017,105,"07",3.98,20.84,7.44,"weldhill",0
2017-04-15,2017,105,"08",3.98,20.84,10.22,"weldhill",0
2017-04-15,2017,105,"09",3.98,20.84,14.33,"weldhill",0
2017-04-15,2017,105,"10",3.98,20.84,16.96,"weldhill",0
2017-04-15,2017,105,"11",3.98,20.84,18.65,"weldhill",0
2017-04-15,2017,105,"12",3.98,20.84,19.42,"weldhill",0
2017-04-15,2017,105,"13",3.98,20.84,20.16,"weldhill",0
2017-04-15,2017,105,"14",3.98,20.84,20.5,"weldhill",0
2017-04-15,2017,105,"15",3.98,20.84,19.77,"weldhill",0
2017-04-15,2017,105,"16",3.98,20.84,19.26,"weldhill",0
2017-04-15,2017,105,"17",3.98,20.84,17.43,"weldhill",0
2017-04-15,2017,105,"18",3.98,20.84,16.19,"weldhill",0
2017-04-15,2017,105,"19",3.98,20.84,15.1,"weldhill",0
2017-04-15,2017,105,"20",3.98,20.84,13.69,"weldhill",0
2017-04-15,2017,105,"21",3.98,20.84,12.55,"weldhill",0
2017-04-15,2017,105,"22",3.98,20.84,12.59,"weldhill",0
2017-04-15,2017,105,"23",3.98,20.84,13.44,"weldhill",0
2017-04-16,2017,106,"00",13.81,29.94,13.89,"weldhill",0
2017-04-16,2017,106,"01",13.81,29.94,14.12,"weldhill",0
2017-04-16,2017,106,"02",13.81,29.94,14.27,"weldhill",0
2017-04-16,2017,106,"03",13.81,29.94,14.38,"weldhill",0
2017-04-16,2017,106,"04",13.81,29.94,14.46,"weldhill",0
2017-04-16,2017,106,"05",13.81,29.94,14.88,"weldhill",0
2017-04-16,2017,106,"06",13.81,29.94,15.43,"weldhill",0
2017-04-16,2017,106,"07",13.81,29.94,17.81,"weldhill",0
2017-04-16,2017,106,"08",13.81,29.94,20.37,"weldhill",0
2017-04-16,2017,106,"09",13.81,29.94,23.35,"weldhill",0
2017-04-16,2017,106,"10",13.81,29.94,26.37,"weldhill",0
2017-04-16,2017,106,"11",13.81,29.94,27.98,"weldhill",0
2017-04-16,2017,106,"12",13.81,29.94,28.97,"weldhill",0
2017-04-16,2017,106,"13",13.81,29.94,29.63,"weldhill",0
2017-04-16,2017,106,"14",13.81,29.94,29.53,"weldhill",0
2017-04-16,2017,106,"15",13.81,29.94,29.64,"weldhill",0
2017-04-16,2017,106,"16",13.81,29.94,29.21,"weldhill",0
2017-04-16,2017,106,"17",13.81,29.94,29.1,"weldhill",0
2017-04-16,2017,106,"18",13.81,29.94,28.41,"weldhill",0
2017-04-16,2017,106,"19",13.81,29.94,26.15,"weldhill",0
2017-04-16,2017,106,"20",13.81,29.94,25.14,"weldhill",0
2017-04-16,2017,106,"21",13.81,29.94,21.3,"weldhill",0
2017-04-16,2017,106,"22",13.81,29.94,20.75,"weldhill",0
2017-04-16,2017,106,"23",13.81,29.94,19.86,"weldhill",0
2017-04-17,2017,107,"00",10.62,23.96,19.25,"weldhill",0
2017-04-17,2017,107,"01",10.62,23.96,18.63,"weldhill",0
2017-04-17,2017,107,"02",10.62,23.96,17.76,"weldhill",0
2017-04-17,2017,107,"03",10.62,23.96,17.33,"weldhill",0
2017-04-17,2017,107,"04",10.62,23.96,17.59,"weldhill",0
2017-04-17,2017,107,"05",10.62,23.96,17.02,"weldhill",0
2017-04-17,2017,107,"06",10.62,23.96,17.12,"weldhill",0
2017-04-17,2017,107,"07",10.62,23.96,18.35,"weldhill",0
2017-04-17,2017,107,"08",10.62,23.96,20.2,"weldhill",0
2017-04-17,2017,107,"09",10.62,23.96,20.95,"weldhill",0
2017-04-17,2017,107,"10",10.62,23.96,20.92,"weldhill",0
2017-04-17,2017,107,"11",10.62,23.96,22.03,"weldhill",0
2017-04-17,2017,107,"12",10.62,23.96,22.45,"weldhill",0
2017-04-17,2017,107,"13",10.62,23.96,23.48,"weldhill",0
2017-04-17,2017,107,"14",10.62,23.96,20.62,"weldhill",0
2017-04-17,2017,107,"15",10.62,23.96,20.15,"weldhill",0
2017-04-17,2017,107,"16",10.62,23.96,20.4,"weldhill",0
2017-04-17,2017,107,"17",10.62,23.96,20.19,"weldhill",0
2017-04-17,2017,107,"18",10.62,23.96,19.28,"weldhill",0
2017-04-17,2017,107,"19",10.62,23.96,18.76,"weldhill",0
2017-04-17,2017,107,"20",10.62,23.96,17.84,"weldhill",0
2017-04-17,2017,107,"21",10.62,23.96,15.61,"weldhill",0
2017-04-17,2017,107,"22",10.62,23.96,13.98,"weldhill",0
2017-04-17,2017,107,"23",10.62,23.96,11.2,"weldhill",0
2017-04-18,2017,108,"00",3.33,10.37,10.2,"weldhill",0
2017-04-18,2017,108,"01",3.33,10.37,9.88,"weldhill",0
2017-04-18,2017,108,"02",3.33,10.37,9.72,"weldhill",0
2017-04-18,2017,108,"03",3.33,10.37,8.97,"weldhill",0
2017-04-18,2017,108,"04",3.33,10.37,8.14,"weldhill",0
2017-04-18,2017,108,"05",3.33,10.37,7.21,"weldhill",0
2017-04-18,2017,108,"06",3.33,10.37,7,"weldhill",0
2017-04-18,2017,108,"07",3.33,10.37,7.76,"weldhill",0
2017-04-18,2017,108,"08",3.33,10.37,8.54,"weldhill",0
2017-04-18,2017,108,"09",3.33,10.37,9.37,"weldhill",0
2017-04-18,2017,108,"10",3.33,10.37,9.42,"weldhill",0
2017-04-18,2017,108,"11",3.33,10.37,9.12,"weldhill",0
2017-04-18,2017,108,"12",3.33,10.37,9.49,"weldhill",0
2017-04-18,2017,108,"13",3.33,10.37,8.93,"weldhill",0
2017-04-18,2017,108,"14",3.33,10.37,8.53,"weldhill",0
2017-04-18,2017,108,"15",3.33,10.37,7.98,"weldhill",0
2017-04-18,2017,108,"16",3.33,10.37,7.77,"weldhill",0
2017-04-18,2017,108,"17",3.33,10.37,7.26,"weldhill",0
2017-04-18,2017,108,"18",3.33,10.37,6.4,"weldhill",0
2017-04-18,2017,108,"19",3.33,10.37,5.42,"weldhill",0
2017-04-18,2017,108,"20",3.33,10.37,5.14,"weldhill",0
2017-04-18,2017,108,"21",3.33,10.37,4.46,"weldhill",0
2017-04-18,2017,108,"22",3.33,10.37,4.02,"weldhill",0
2017-04-18,2017,108,"23",3.33,10.37,3.69,"weldhill",0
2017-04-19,2017,109,"00",2.79,12.97,3.65,"weldhill",1.016
2017-04-19,2017,109,"01",2.79,12.97,3.16,"weldhill",1.016
2017-04-19,2017,109,"02",2.79,12.97,3.66,"weldhill",1.016
2017-04-19,2017,109,"03",2.79,12.97,3.6,"weldhill",1.016
2017-04-19,2017,109,"04",2.79,12.97,3.06,"weldhill",1.016
2017-04-19,2017,109,"05",2.79,12.97,3.41,"weldhill",1.016
2017-04-19,2017,109,"06",2.79,12.97,3.65,"weldhill",1.016
2017-04-19,2017,109,"07",2.79,12.97,5.24,"weldhill",1.016
2017-04-19,2017,109,"08",2.79,12.97,7,"weldhill",1.016
2017-04-19,2017,109,"09",2.79,12.97,7.29,"weldhill",1.016
2017-04-19,2017,109,"10",2.79,12.97,9.05,"weldhill",1.016
2017-04-19,2017,109,"11",2.79,12.97,11.02,"weldhill",1.016
2017-04-19,2017,109,"12",2.79,12.97,11.53,"weldhill",1.016
2017-04-19,2017,109,"13",2.79,12.97,12.06,"weldhill",1.016
2017-04-19,2017,109,"14",2.79,12.97,12.24,"weldhill",1.016
2017-04-19,2017,109,"15",2.79,12.97,10.56,"weldhill",1.016
2017-04-19,2017,109,"16",2.79,12.97,8.82,"weldhill",1.016
2017-04-19,2017,109,"17",2.79,12.97,7.62,"weldhill",1.016
2017-04-19,2017,109,"18",2.79,12.97,6.98,"weldhill",1.016
2017-04-19,2017,109,"19",2.79,12.97,6.07,"weldhill",1.016
2017-04-19,2017,109,"20",2.79,12.97,5.79,"weldhill",1.016
2017-04-19,2017,109,"21",2.79,12.97,5.6,"weldhill",1.016
2017-04-19,2017,109,"22",2.79,12.97,5.7,"weldhill",1.016
2017-04-19,2017,109,"23",2.79,12.97,5.97,"weldhill",1.016
2017-04-20,2017,110,"00",6.21,14.46,6.28,"weldhill",1.524
2017-04-20,2017,110,"01",6.21,14.46,6.44,"weldhill",1.524
2017-04-20,2017,110,"02",6.21,14.46,6.82,"weldhill",1.524
2017-04-20,2017,110,"03",6.21,14.46,7.34,"weldhill",1.524
2017-04-20,2017,110,"04",6.21,14.46,7.69,"weldhill",1.524
2017-04-20,2017,110,"05",6.21,14.46,7.89,"weldhill",1.524
2017-04-20,2017,110,"06",6.21,14.46,8.24,"weldhill",1.524
2017-04-20,2017,110,"07",6.21,14.46,8.82,"weldhill",1.524
2017-04-20,2017,110,"08",6.21,14.46,9.56,"weldhill",1.524
2017-04-20,2017,110,"09",6.21,14.46,10.6,"weldhill",1.524
2017-04-20,2017,110,"10",6.21,14.46,11.83,"weldhill",1.524
2017-04-20,2017,110,"11",6.21,14.46,13.25,"weldhill",1.524
2017-04-20,2017,110,"12",6.21,14.46,13.66,"weldhill",1.524
2017-04-20,2017,110,"13",6.21,14.46,13.59,"weldhill",1.524
2017-04-20,2017,110,"14",6.21,14.46,12.6,"weldhill",1.524
2017-04-20,2017,110,"15",6.21,14.46,10.62,"weldhill",1.524
2017-04-20,2017,110,"16",6.21,14.46,10.14,"weldhill",1.524
2017-04-20,2017,110,"17",6.21,14.46,9.4,"weldhill",1.524
2017-04-20,2017,110,"18",6.21,14.46,8.17,"weldhill",1.524
2017-04-20,2017,110,"19",6.21,14.46,7.57,"weldhill",1.524
2017-04-20,2017,110,"20",6.21,14.46,8,"weldhill",1.524
2017-04-20,2017,110,"21",6.21,14.46,7.88,"weldhill",1.524
2017-04-20,2017,110,"22",6.21,14.46,8.02,"weldhill",1.524
2017-04-20,2017,110,"23",6.21,14.46,7.2,"weldhill",1.524
2017-04-21,2017,111,"00",6.28,7.69,7.15,"weldhill",8.636
2017-04-21,2017,111,"01",6.28,7.69,7.03,"weldhill",8.636
2017-04-21,2017,111,"02",6.28,7.69,6.86,"weldhill",8.636
2017-04-21,2017,111,"03",6.28,7.69,6.78,"weldhill",8.636
2017-04-21,2017,111,"04",6.28,7.69,6.52,"weldhill",8.636
2017-04-21,2017,111,"05",6.28,7.69,6.4,"weldhill",8.636
2017-04-21,2017,111,"06",6.28,7.69,6.38,"weldhill",8.636
2017-04-21,2017,111,"07",6.28,7.69,6.3,"weldhill",8.636
2017-04-21,2017,111,"08",6.28,7.69,6.53,"weldhill",8.636
2017-04-21,2017,111,"09",6.28,7.69,6.77,"weldhill",8.636
2017-04-21,2017,111,"10",6.28,7.69,7.24,"weldhill",8.636
2017-04-21,2017,111,"11",6.28,7.69,7.48,"weldhill",8.636
2017-04-21,2017,111,"12",6.28,7.69,7.61,"weldhill",8.636
2017-04-21,2017,111,"13",6.28,7.69,7.46,"weldhill",8.636
2017-04-21,2017,111,"14",6.28,7.69,7.27,"weldhill",8.636
2017-04-21,2017,111,"15",6.28,7.69,7.01,"weldhill",8.636
2017-04-21,2017,111,"16",6.28,7.69,7.09,"weldhill",8.636
2017-04-21,2017,111,"17",6.28,7.69,6.63,"weldhill",8.636
2017-04-21,2017,111,"18",6.28,7.69,6.57,"weldhill",8.636
2017-04-21,2017,111,"19",6.28,7.69,6.59,"weldhill",8.636
2017-04-21,2017,111,"20",6.28,7.69,6.78,"weldhill",8.636
2017-04-21,2017,111,"21",6.28,7.69,6.89,"weldhill",8.636
2017-04-21,2017,111,"22",6.28,7.69,6.67,"weldhill",8.636
2017-04-21,2017,111,"23",6.28,7.69,6.6,"weldhill",8.636
2017-04-22,2017,112,"00",5.62,7.12,6.49,"weldhill",1.524
2017-04-22,2017,112,"01",5.62,7.12,6.47,"weldhill",1.524
2017-04-22,2017,112,"02",5.62,7.12,6.37,"weldhill",1.524
2017-04-22,2017,112,"03",5.62,7.12,6.11,"weldhill",1.524
2017-04-22,2017,112,"04",5.62,7.12,5.9,"weldhill",1.524
2017-04-22,2017,112,"05",5.62,7.12,5.64,"weldhill",1.524
2017-04-22,2017,112,"06",5.62,7.12,5.79,"weldhill",1.524
2017-04-22,2017,112,"07",5.62,7.12,5.92,"weldhill",1.524
2017-04-22,2017,112,"08",5.62,7.12,6.06,"weldhill",1.524
2017-04-22,2017,112,"09",5.62,7.12,6.04,"weldhill",1.524
2017-04-22,2017,112,"10",5.62,7.12,6.2,"weldhill",1.524
2017-04-22,2017,112,"11",5.62,7.12,6.58,"weldhill",1.524
2017-04-22,2017,112,"12",5.62,7.12,6.62,"weldhill",1.524
2017-04-22,2017,112,"13",5.62,7.12,6.52,"weldhill",1.524
2017-04-22,2017,112,"14",5.62,7.12,6.71,"weldhill",1.524
2017-04-22,2017,112,"15",5.62,7.12,6.58,"weldhill",1.524
2017-04-22,2017,112,"16",5.62,7.12,6.78,"weldhill",1.524
2017-04-22,2017,112,"17",5.62,7.12,7,"weldhill",1.524
2017-04-22,2017,112,"18",5.62,7.12,7.07,"weldhill",1.524
2017-04-22,2017,112,"19",5.62,7.12,6.87,"weldhill",1.524
2017-04-22,2017,112,"20",5.62,7.12,6.77,"weldhill",1.524
2017-04-22,2017,112,"21",5.62,7.12,6.32,"weldhill",1.524
2017-04-22,2017,112,"22",5.62,7.12,6.1,"weldhill",1.524
2017-04-22,2017,112,"23",5.62,7.12,6.2,"weldhill",1.524
2017-04-23,2017,113,"00",4.14,17.56,6.1,"weldhill",0
2017-04-23,2017,113,"01",4.14,17.56,5.61,"weldhill",0
2017-04-23,2017,113,"02",4.14,17.56,4.78,"weldhill",0
2017-04-23,2017,113,"03",4.14,17.56,4.75,"weldhill",0
2017-04-23,2017,113,"04",4.14,17.56,4.64,"weldhill",0
2017-04-23,2017,113,"05",4.14,17.56,4.3,"weldhill",0
2017-04-23,2017,113,"06",4.14,17.56,5.73,"weldhill",0
2017-04-23,2017,113,"07",4.14,17.56,7.93,"weldhill",0
2017-04-23,2017,113,"08",4.14,17.56,9.22,"weldhill",0
2017-04-23,2017,113,"09",4.14,17.56,10.48,"weldhill",0
2017-04-23,2017,113,"10",4.14,17.56,11.99,"weldhill",0
2017-04-23,2017,113,"11",4.14,17.56,13.14,"weldhill",0
2017-04-23,2017,113,"12",4.14,17.56,14.38,"weldhill",0
2017-04-23,2017,113,"13",4.14,17.56,16.25,"weldhill",0
2017-04-23,2017,113,"14",4.14,17.56,16.8,"weldhill",0
2017-04-23,2017,113,"15",4.14,17.56,16.19,"weldhill",0
2017-04-23,2017,113,"16",4.14,17.56,16.27,"weldhill",0
2017-04-23,2017,113,"17",4.14,17.56,15.99,"weldhill",0
2017-04-23,2017,113,"18",4.14,17.56,14.93,"weldhill",0
2017-04-23,2017,113,"19",4.14,17.56,12,"weldhill",0
2017-04-23,2017,113,"20",4.14,17.56,10.72,"weldhill",0
2017-04-23,2017,113,"21",4.14,17.56,9.61,"weldhill",0
2017-04-23,2017,113,"22",4.14,17.56,9.06,"weldhill",0
2017-04-23,2017,113,"23",4.14,17.56,8.44,"weldhill",0
2017-04-24,2017,114,"00",6.05,21.13,7.74,"weldhill",0
2017-04-24,2017,114,"01",6.05,21.13,7.41,"weldhill",0
2017-04-24,2017,114,"02",6.05,21.13,6.84,"weldhill",0
2017-04-24,2017,114,"03",6.05,21.13,6.36,"weldhill",0
2017-04-24,2017,114,"04",6.05,21.13,6.29,"weldhill",0
2017-04-24,2017,114,"05",6.05,21.13,6.12,"weldhill",0
2017-04-24,2017,114,"06",6.05,21.13,7.13,"weldhill",0
2017-04-24,2017,114,"07",6.05,21.13,9.84,"weldhill",0
2017-04-24,2017,114,"08",6.05,21.13,12.73,"weldhill",0
2017-04-24,2017,114,"09",6.05,21.13,15.37,"weldhill",0
2017-04-24,2017,114,"10",6.05,21.13,18.01,"weldhill",0
2017-04-24,2017,114,"11",6.05,21.13,20.07,"weldhill",0
2017-04-24,2017,114,"12",6.05,21.13,19.14,"weldhill",0
2017-04-24,2017,114,"13",6.05,21.13,18.42,"weldhill",0
2017-04-24,2017,114,"14",6.05,21.13,18.34,"weldhill",0
2017-04-24,2017,114,"15",6.05,21.13,18.96,"weldhill",0
2017-04-24,2017,114,"16",6.05,21.13,19.13,"weldhill",0
2017-04-24,2017,114,"17",6.05,21.13,20.69,"weldhill",0
2017-04-24,2017,114,"18",6.05,21.13,18.62,"weldhill",0
2017-04-24,2017,114,"19",6.05,21.13,15.96,"weldhill",0
2017-04-24,2017,114,"20",6.05,21.13,14.29,"weldhill",0
2017-04-24,2017,114,"21",6.05,21.13,12.91,"weldhill",0
2017-04-24,2017,114,"22",6.05,21.13,11.66,"weldhill",0
2017-04-24,2017,114,"23",6.05,21.13,10.81,"weldhill",0
2017-04-25,2017,115,"00",7.44,11.01,10.49,"weldhill",15.748
