"date","year","doy","hour","tmin","tmax","tmean","climatetype"
2016-11-09,2016,314,"04",4.89,16.39,5.42,"weldhill"
2016-11-09,2016,314,"05",4.89,16.39,5.75,"weldhill"
2016-11-09,2016,314,"06",4.89,16.39,5.85,"weldhill"
2016-11-09,2016,314,"07",4.89,16.39,6.96,"weldhill"
2016-11-09,2016,314,"08",4.89,16.39,9.33,"weldhill"
2016-11-09,2016,314,"09",4.89,16.39,14.18,"weldhill"
2016-11-09,2016,314,"10",4.89,16.39,15.52,"weldhill"
2016-11-09,2016,314,"11",4.89,16.39,15.88,"weldhill"
2016-11-09,2016,314,"12",4.89,16.39,15.97,"weldhill"
2016-11-09,2016,314,"13",4.89,16.39,16.07,"weldhill"
2016-11-09,2016,314,"14",4.89,16.39,15.24,"weldhill"
2016-11-09,2016,314,"15",4.89,16.39,14.19,"weldhill"
2016-11-09,2016,314,"16",4.89,16.39,13.5,"weldhill"
2016-11-09,2016,314,"17",4.89,16.39,12.81,"weldhill"
2016-11-09,2016,314,"18",4.89,16.39,12.27,"weldhill"
2016-11-09,2016,314,"19",4.89,16.39,11.63,"weldhill"
2016-11-09,2016,314,"20",4.89,16.39,10.9,"weldhill"
2016-11-09,2016,314,"21",4.89,16.39,9.43,"weldhill"
2016-11-09,2016,314,"22",4.89,16.39,8,"weldhill"
2016-11-09,2016,314,"23",4.89,16.39,7.29,"weldhill"
2016-11-10,2016,315,"00",0.02,12.17,6.93,"weldhill"
2016-11-10,2016,315,"01",0.02,12.17,6.67,"weldhill"
2016-11-10,2016,315,"02",0.02,12.17,6.41,"weldhill"
2016-11-10,2016,315,"03",0.02,12.17,5.25,"weldhill"
2016-11-10,2016,315,"04",0.02,12.17,4.11,"weldhill"
2016-11-10,2016,315,"05",0.02,12.17,2.58,"weldhill"
2016-11-10,2016,315,"06",0.02,12.17,0.51,"weldhill"
2016-11-10,2016,315,"07",0.02,12.17,2.78,"weldhill"
2016-11-10,2016,315,"08",0.02,12.17,5.04,"weldhill"
2016-11-10,2016,315,"09",0.02,12.17,6.46,"weldhill"
2016-11-10,2016,315,"10",0.02,12.17,7.93,"weldhill"
2016-11-10,2016,315,"11",0.02,12.17,8.96,"weldhill"
2016-11-10,2016,315,"12",0.02,12.17,9.98,"weldhill"
2016-11-10,2016,315,"13",0.02,12.17,11.06,"weldhill"
2016-11-10,2016,315,"14",0.02,12.17,11.7,"weldhill"
2016-11-10,2016,315,"15",0.02,12.17,11.05,"weldhill"
2016-11-10,2016,315,"16",0.02,12.17,9.89,"weldhill"
2016-11-10,2016,315,"17",0.02,12.17,9.09,"weldhill"
2016-11-10,2016,315,"18",0.02,12.17,9.39,"weldhill"
2016-11-10,2016,315,"19",0.02,12.17,9.07,"weldhill"
2016-11-10,2016,315,"20",0.02,12.17,8.46,"weldhill"
2016-11-10,2016,315,"21",0.02,12.17,8.1,"weldhill"
2016-11-10,2016,315,"22",0.02,12.17,8.14,"weldhill"
2016-11-10,2016,315,"23",0.02,12.17,7.47,"weldhill"
2016-11-11,2016,316,"00",3.12,15.79,9.43,"weldhill"
2016-11-11,2016,316,"01",3.12,15.79,8.72,"weldhill"
2016-11-11,2016,316,"02",3.12,15.79,8.2,"weldhill"
2016-11-11,2016,316,"03",3.12,15.79,8.21,"weldhill"
2016-11-11,2016,316,"04",3.12,15.79,7.99,"weldhill"
2016-11-11,2016,316,"05",3.12,15.79,7.82,"weldhill"
2016-11-11,2016,316,"06",3.12,15.79,8.48,"weldhill"
2016-11-11,2016,316,"07",3.12,15.79,9.56,"weldhill"
2016-11-11,2016,316,"08",3.12,15.79,11.88,"weldhill"
2016-11-11,2016,316,"09",3.12,15.79,14.31,"weldhill"
2016-11-11,2016,316,"10",3.12,15.79,15.09,"weldhill"
2016-11-11,2016,316,"11",3.12,15.79,14.88,"weldhill"
2016-11-11,2016,316,"12",3.12,15.79,14.05,"weldhill"
2016-11-11,2016,316,"13",3.12,15.79,12.7,"weldhill"
2016-11-11,2016,316,"14",3.12,15.79,11.03,"weldhill"
2016-11-11,2016,316,"15",3.12,15.79,9.12,"weldhill"
2016-11-11,2016,316,"16",3.12,15.79,7.33,"weldhill"
2016-11-11,2016,316,"17",3.12,15.79,6.42,"weldhill"
2016-11-11,2016,316,"18",3.12,15.79,5.83,"weldhill"
2016-11-11,2016,316,"19",3.12,15.79,4.94,"weldhill"
2016-11-11,2016,316,"20",3.12,15.79,4.44,"weldhill"
2016-11-11,2016,316,"21",3.12,15.79,4.04,"weldhill"
2016-11-11,2016,316,"22",3.12,15.79,4.21,"weldhill"
2016-11-11,2016,316,"23",3.12,15.79,3.66,"weldhill"
2016-11-12,2016,317,"00",0.55,8.57,2.82,"weldhill"
2016-11-12,2016,317,"01",0.55,8.57,2.35,"weldhill"
2016-11-12,2016,317,"02",0.55,8.57,1.87,"weldhill"
2016-11-12,2016,317,"03",0.55,8.57,1.58,"weldhill"
2016-11-12,2016,317,"04",0.55,8.57,1.34,"weldhill"
2016-11-12,2016,317,"05",0.55,8.57,1.08,"weldhill"
2016-11-12,2016,317,"06",0.55,8.57,0.69,"weldhill"
2016-11-12,2016,317,"07",0.55,8.57,1.31,"weldhill"
2016-11-12,2016,317,"08",0.55,8.57,2.65,"weldhill"
2016-11-12,2016,317,"09",0.55,8.57,4.12,"weldhill"
2016-11-12,2016,317,"10",0.55,8.57,5.42,"weldhill"
2016-11-12,2016,317,"11",0.55,8.57,6.56,"weldhill"
2016-11-12,2016,317,"12",0.55,8.57,7.59,"weldhill"
2016-11-12,2016,317,"13",0.55,8.57,8.19,"weldhill"
2016-11-12,2016,317,"14",0.55,8.57,8.42,"weldhill"
2016-11-12,2016,317,"15",0.55,8.57,8.09,"weldhill"
2016-11-12,2016,317,"16",0.55,8.57,6.86,"weldhill"
2016-11-12,2016,317,"17",0.55,8.57,5.81,"weldhill"
2016-11-12,2016,317,"18",0.55,8.57,5.56,"weldhill"
2016-11-12,2016,317,"19",0.55,8.57,5.04,"weldhill"
2016-11-12,2016,317,"20",0.55,8.57,4.4,"weldhill"
2016-11-12,2016,317,"21",0.55,8.57,4.11,"weldhill"
2016-11-12,2016,317,"22",0.55,8.57,3.98,"weldhill"
2016-11-12,2016,317,"23",0.55,8.57,4.59,"weldhill"
2016-11-13,2016,318,"00",4.58,16.01,4.61,"weldhill"
2016-11-13,2016,318,"01",4.58,16.01,4.86,"weldhill"
2016-11-13,2016,318,"02",4.58,16.01,5.22,"weldhill"
2016-11-13,2016,318,"03",4.58,16.01,5.27,"weldhill"
2016-11-13,2016,318,"04",4.58,16.01,5.74,"weldhill"
2016-11-13,2016,318,"05",4.58,16.01,6.1,"weldhill"
2016-11-13,2016,318,"06",4.58,16.01,6.25,"weldhill"
2016-11-13,2016,318,"07",4.58,16.01,6.93,"weldhill"
2016-11-13,2016,318,"08",4.58,16.01,9.11,"weldhill"
2016-11-13,2016,318,"09",4.58,16.01,10.51,"weldhill"
2016-11-13,2016,318,"10",4.58,16.01,12.3,"weldhill"
2016-11-13,2016,318,"11",4.58,16.01,13.62,"weldhill"
2016-11-13,2016,318,"12",4.58,16.01,14.29,"weldhill"
2016-11-13,2016,318,"13",4.58,16.01,15.26,"weldhill"
2016-11-13,2016,318,"14",4.58,16.01,15.81,"weldhill"
2016-11-13,2016,318,"15",4.58,16.01,15.08,"weldhill"
2016-11-13,2016,318,"16",4.58,16.01,13.14,"weldhill"
2016-11-13,2016,318,"17",4.58,16.01,11.12,"weldhill"
2016-11-13,2016,318,"18",4.58,16.01,9.83,"weldhill"
2016-11-13,2016,318,"19",4.58,16.01,8.61,"weldhill"
2016-11-13,2016,318,"20",4.58,16.01,8.53,"weldhill"
2016-11-13,2016,318,"21",4.58,16.01,7.17,"weldhill"
2016-11-13,2016,318,"22",4.58,16.01,7.13,"weldhill"
2016-11-13,2016,318,"23",4.58,16.01,5.45,"weldhill"
2016-11-14,2016,319,"00",2.61,19.51,5.52,"weldhill"
2016-11-14,2016,319,"01",2.61,19.51,6.05,"weldhill"
2016-11-14,2016,319,"02",2.61,19.51,5,"weldhill"
2016-11-14,2016,319,"03",2.61,19.51,3.57,"weldhill"
2016-11-14,2016,319,"04",2.61,19.51,3.45,"weldhill"
2016-11-14,2016,319,"05",2.61,19.51,4.08,"weldhill"
2016-11-14,2016,319,"06",2.61,19.51,3.23,"weldhill"
2016-11-14,2016,319,"07",2.61,19.51,5.66,"weldhill"
2016-11-14,2016,319,"08",2.61,19.51,10.28,"weldhill"
2016-11-14,2016,319,"09",2.61,19.51,12.5,"weldhill"
2016-11-14,2016,319,"10",2.61,19.51,14.54,"weldhill"
2016-11-14,2016,319,"11",2.61,19.51,16.1,"weldhill"
2016-11-14,2016,319,"12",2.61,19.51,17.59,"weldhill"
2016-11-14,2016,319,"13",2.61,19.51,18.89,"weldhill"
2016-11-14,2016,319,"14",2.61,19.51,19.13,"weldhill"
2016-11-14,2016,319,"15",2.61,19.51,17.58,"weldhill"
2016-11-14,2016,319,"16",2.61,19.51,14.07,"weldhill"
2016-11-14,2016,319,"17",2.61,19.51,12.21,"weldhill"
2016-11-14,2016,319,"18",2.61,19.51,10.53,"weldhill"
2016-11-14,2016,319,"19",2.61,19.51,9.46,"weldhill"
2016-11-14,2016,319,"20",2.61,19.51,9.07,"weldhill"
2016-11-14,2016,319,"21",2.61,19.51,8.09,"weldhill"
2016-11-14,2016,319,"22",2.61,19.51,8.64,"weldhill"
2016-11-14,2016,319,"23",2.61,19.51,8.58,"weldhill"
2016-11-15,2016,320,"00",6.81,13.59,8.36,"weldhill"
2016-11-15,2016,320,"01",6.81,13.59,7.96,"weldhill"
2016-11-15,2016,320,"02",6.81,13.59,7.1,"weldhill"
2016-11-15,2016,320,"03",6.81,13.59,7.2,"weldhill"
2016-11-15,2016,320,"04",6.81,13.59,7.6,"weldhill"
2016-11-15,2016,320,"05",6.81,13.59,7.41,"weldhill"
2016-11-15,2016,320,"06",6.81,13.59,7.98,"weldhill"
2016-11-15,2016,320,"07",6.81,13.59,8.77,"weldhill"
2016-11-15,2016,320,"08",6.81,13.59,10.38,"weldhill"
2016-11-15,2016,320,"09",6.81,13.59,11.22,"weldhill"
2016-11-15,2016,320,"10",6.81,13.59,11.02,"weldhill"
2016-11-15,2016,320,"11",6.81,13.59,11,"weldhill"
2016-11-15,2016,320,"12",6.81,13.59,11.25,"weldhill"
2016-11-15,2016,320,"13",6.81,13.59,10.03,"weldhill"
2016-11-15,2016,320,"14",6.81,13.59,10.15,"weldhill"
2016-11-15,2016,320,"15",6.81,13.59,10.38,"weldhill"
2016-11-15,2016,320,"16",6.81,13.59,11.17,"weldhill"
2016-11-15,2016,320,"17",6.81,13.59,11.64,"weldhill"
2016-11-15,2016,320,"18",6.81,13.59,12.1,"weldhill"
2016-11-15,2016,320,"19",6.81,13.59,12.43,"weldhill"
2016-11-15,2016,320,"20",6.81,13.59,12.88,"weldhill"
2016-11-15,2016,320,"21",6.81,13.59,13.05,"weldhill"
2016-11-15,2016,320,"22",6.81,13.59,13.24,"weldhill"
2016-11-15,2016,320,"23",6.81,13.59,13.5,"weldhill"
2016-11-16,2016,321,"00",8.77,13.76,13.68,"weldhill"
2016-11-16,2016,321,"01",8.77,13.76,13.2,"weldhill"
2016-11-16,2016,321,"02",8.77,13.76,12.16,"weldhill"
2016-11-16,2016,321,"03",8.77,13.76,11.83,"weldhill"
2016-11-16,2016,321,"04",8.77,13.76,11.71,"weldhill"
2016-11-16,2016,321,"05",8.77,13.76,11.29,"weldhill"
2016-11-16,2016,321,"06",8.77,13.76,10.91,"weldhill"
2016-11-16,2016,321,"07",8.77,13.76,10.51,"weldhill"
2016-11-16,2016,321,"08",8.77,13.76,10.39,"weldhill"
2016-11-16,2016,321,"09",8.77,13.76,10.59,"weldhill"
2016-11-16,2016,321,"10",8.77,13.76,10.71,"weldhill"
2016-11-16,2016,321,"11",8.77,13.76,10.74,"weldhill"
2016-11-16,2016,321,"12",8.77,13.76,11.22,"weldhill"
2016-11-16,2016,321,"13",8.77,13.76,11.79,"weldhill"
2016-11-16,2016,321,"14",8.77,13.76,12,"weldhill"
2016-11-16,2016,321,"15",8.77,13.76,11.65,"weldhill"
2016-11-16,2016,321,"16",8.77,13.76,11.31,"weldhill"
2016-11-16,2016,321,"17",8.77,13.76,10.88,"weldhill"
2016-11-16,2016,321,"18",8.77,13.76,9.96,"weldhill"
2016-11-16,2016,321,"19",8.77,13.76,9.37,"weldhill"
2016-11-16,2016,321,"20",8.77,13.76,9.15,"weldhill"
2016-11-16,2016,321,"21",8.77,13.76,9.15,"weldhill"
2016-11-16,2016,321,"22",8.77,13.76,9.13,"weldhill"
2016-11-16,2016,321,"23",8.77,13.76,8.84,"weldhill"
2016-11-17,2016,322,"00",6.1,13.4,8.51,"weldhill"
2016-11-17,2016,322,"01",6.1,13.4,7.89,"weldhill"
2016-11-17,2016,322,"02",6.1,13.4,6.74,"weldhill"
2016-11-17,2016,322,"03",6.1,13.4,7.12,"weldhill"
2016-11-17,2016,322,"04",6.1,13.4,7.53,"weldhill"
2016-11-17,2016,322,"05",6.1,13.4,7.79,"weldhill"
2016-11-17,2016,322,"06",6.1,13.4,7.89,"weldhill"
2016-11-17,2016,322,"07",6.1,13.4,8.36,"weldhill"
2016-11-17,2016,322,"08",6.1,13.4,9.42,"weldhill"
2016-11-17,2016,322,"09",6.1,13.4,10.54,"weldhill"
2016-11-17,2016,322,"10",6.1,13.4,11.55,"weldhill"
2016-11-17,2016,322,"11",6.1,13.4,12.62,"weldhill"
2016-11-17,2016,322,"12",6.1,13.4,13.21,"weldhill"
2016-11-17,2016,322,"13",6.1,13.4,12.88,"weldhill"
2016-11-17,2016,322,"14",6.1,13.4,13.1,"weldhill"
2016-11-17,2016,322,"15",6.1,13.4,12.57,"weldhill"
2016-11-17,2016,322,"16",6.1,13.4,11.18,"weldhill"
2016-11-17,2016,322,"17",6.1,13.4,10.38,"weldhill"
2016-11-17,2016,322,"18",6.1,13.4,9.3,"weldhill"
2016-11-17,2016,322,"19",6.1,13.4,8.4,"weldhill"
2016-11-17,2016,322,"20",6.1,13.4,7.73,"weldhill"
2016-11-17,2016,322,"21",6.1,13.4,7.27,"weldhill"
2016-11-17,2016,322,"22",6.1,13.4,6.79,"weldhill"
2016-11-17,2016,322,"23",6.1,13.4,6.34,"weldhill"
2016-11-18,2016,323,"00",4.24,17.01,6.04,"weldhill"
2016-11-18,2016,323,"01",4.24,17.01,5.76,"weldhill"
2016-11-18,2016,323,"02",4.24,17.01,5.44,"weldhill"
2016-11-18,2016,323,"03",4.24,17.01,5.32,"weldhill"
2016-11-18,2016,323,"04",4.24,17.01,4.34,"weldhill"
2016-11-18,2016,323,"05",4.24,17.01,4.6,"weldhill"
2016-11-18,2016,323,"06",4.24,17.01,4.88,"weldhill"
2016-11-18,2016,323,"07",4.24,17.01,5.9,"weldhill"
2016-11-18,2016,323,"08",4.24,17.01,8.07,"weldhill"
2016-11-18,2016,323,"09",4.24,17.01,10.7,"weldhill"
2016-11-18,2016,323,"10",4.24,17.01,12.3,"weldhill"
2016-11-18,2016,323,"11",4.24,17.01,13.65,"weldhill"
2016-11-18,2016,323,"12",4.24,17.01,15.23,"weldhill"
2016-11-18,2016,323,"13",4.24,17.01,16.36,"weldhill"
2016-11-18,2016,323,"14",4.24,17.01,16.91,"weldhill"
2016-11-18,2016,323,"15",4.24,17.01,16.31,"weldhill"
2016-11-18,2016,323,"16",4.24,17.01,13.41,"weldhill"
2016-11-18,2016,323,"17",4.24,17.01,10.13,"weldhill"
2016-11-18,2016,323,"18",4.24,17.01,9.59,"weldhill"
2016-11-18,2016,323,"19",4.24,17.01,8.46,"weldhill"
2016-11-18,2016,323,"20",4.24,17.01,7.27,"weldhill"
2016-11-18,2016,323,"21",4.24,17.01,6.49,"weldhill"
2016-11-18,2016,323,"22",4.24,17.01,9.13,"weldhill"
2016-11-18,2016,323,"23",4.24,17.01,9.84,"weldhill"
2016-11-19,2016,324,"00",3.8,11.81,8.52,"weldhill"
2016-11-19,2016,324,"01",3.8,11.81,7.96,"weldhill"
2016-11-19,2016,324,"02",3.8,11.81,7.86,"weldhill"
2016-11-19,2016,324,"03",3.8,11.81,7.32,"weldhill"
2016-11-19,2016,324,"04",3.8,11.81,6.77,"weldhill"
2016-11-19,2016,324,"05",3.8,11.81,5.44,"weldhill"
2016-11-19,2016,324,"06",3.8,11.81,4.19,"weldhill"
2016-11-19,2016,324,"07",3.8,11.81,6.14,"weldhill"
2016-11-19,2016,324,"08",3.8,11.81,8.48,"weldhill"
2016-11-19,2016,324,"09",3.8,11.81,9.75,"weldhill"
2016-11-19,2016,324,"10",3.8,11.81,10.4,"weldhill"
2016-11-19,2016,324,"11",3.8,11.81,10.86,"weldhill"
2016-11-19,2016,324,"12",3.8,11.81,11.14,"weldhill"
2016-11-19,2016,324,"13",3.8,11.81,11.4,"weldhill"
2016-11-19,2016,324,"14",3.8,11.81,10.55,"weldhill"
2016-11-19,2016,324,"15",3.8,11.81,9.2,"weldhill"
2016-11-19,2016,324,"16",3.8,11.81,8.5,"weldhill"
2016-11-19,2016,324,"17",3.8,11.81,8.39,"weldhill"
2016-11-19,2016,324,"18",3.8,11.81,8.1,"weldhill"
2016-11-19,2016,324,"19",3.8,11.81,7.88,"weldhill"
2016-11-19,2016,324,"20",3.8,11.81,7.8,"weldhill"
2016-11-19,2016,324,"21",3.8,11.81,7.66,"weldhill"
2016-11-19,2016,324,"22",3.8,11.81,7.57,"weldhill"
2016-11-19,2016,324,"23",3.8,11.81,7.58,"weldhill"
2016-11-20,2016,325,"00",-0.42,8.94,7.55,"weldhill"
2016-11-20,2016,325,"01",-0.42,8.94,7.34,"weldhill"
2016-11-20,2016,325,"02",-0.42,8.94,7.16,"weldhill"
2016-11-20,2016,325,"03",-0.42,8.94,7.08,"weldhill"
2016-11-20,2016,325,"04",-0.42,8.94,7.8,"weldhill"
2016-11-20,2016,325,"05",-0.42,8.94,8.27,"weldhill"
2016-11-20,2016,325,"06",-0.42,8.94,8.71,"weldhill"
2016-11-20,2016,325,"07",-0.42,8.94,8.39,"weldhill"
2016-11-20,2016,325,"08",-0.42,8.94,4.9,"weldhill"
2016-11-20,2016,325,"09",-0.42,8.94,4.51,"weldhill"
2016-11-20,2016,325,"10",-0.42,8.94,5.27,"weldhill"
2016-11-20,2016,325,"11",-0.42,8.94,5.71,"weldhill"
2016-11-20,2016,325,"12",-0.42,8.94,6.07,"weldhill"
2016-11-20,2016,325,"13",-0.42,8.94,5.95,"weldhill"
2016-11-20,2016,325,"14",-0.42,8.94,5.54,"weldhill"
2016-11-20,2016,325,"15",-0.42,8.94,5.12,"weldhill"
2016-11-20,2016,325,"16",-0.42,8.94,4.42,"weldhill"
2016-11-20,2016,325,"17",-0.42,8.94,3.54,"weldhill"
2016-11-20,2016,325,"18",-0.42,8.94,2.6,"weldhill"
2016-11-20,2016,325,"19",-0.42,8.94,1.84,"weldhill"
2016-11-20,2016,325,"20",-0.42,8.94,1.48,"weldhill"
2016-11-20,2016,325,"21",-0.42,8.94,1.06,"weldhill"
2016-11-20,2016,325,"22",-0.42,8.94,0.32,"weldhill"
2016-11-20,2016,325,"23",-0.42,8.94,-0.09,"weldhill"
2016-11-21,2016,326,"00",-1.24,3.27,-0.64,"weldhill"
2016-11-21,2016,326,"01",-1.24,3.27,-0.89,"weldhill"
2016-11-21,2016,326,"02",-1.24,3.27,-0.63,"weldhill"
2016-11-21,2016,326,"03",-1.24,3.27,-0.23,"weldhill"
2016-11-21,2016,326,"04",-1.24,3.27,-0.6,"weldhill"
2016-11-21,2016,326,"05",-1.24,3.27,-1.14,"weldhill"
2016-11-21,2016,326,"06",-1.24,3.27,-0.61,"weldhill"
2016-11-21,2016,326,"07",-1.24,3.27,-0.06,"weldhill"
2016-11-21,2016,326,"08",-1.24,3.27,0.54,"weldhill"
2016-11-21,2016,326,"09",-1.24,3.27,1.04,"weldhill"
2016-11-21,2016,326,"10",-1.24,3.27,2.02,"weldhill"
2016-11-21,2016,326,"11",-1.24,3.27,2.1,"weldhill"
2016-11-21,2016,326,"12",-1.24,3.27,2.82,"weldhill"
2016-11-21,2016,326,"13",-1.24,3.27,2.71,"weldhill"
2016-11-21,2016,326,"14",-1.24,3.27,2.3,"weldhill"
2016-11-21,2016,326,"15",-1.24,3.27,1.64,"weldhill"
2016-11-21,2016,326,"16",-1.24,3.27,1.06,"weldhill"
2016-11-21,2016,326,"17",-1.24,3.27,0.62,"weldhill"
2016-11-21,2016,326,"18",-1.24,3.27,0.56,"weldhill"
2016-11-21,2016,326,"19",-1.24,3.27,0.2,"weldhill"
2016-11-21,2016,326,"20",-1.24,3.27,-0.1,"weldhill"
2016-11-21,2016,326,"21",-1.24,3.27,-0.3,"weldhill"
2016-11-21,2016,326,"22",-1.24,3.27,-0.37,"weldhill"
2016-11-21,2016,326,"23",-1.24,3.27,-0.42,"weldhill"
2016-11-22,2016,327,"00",-0.9,5.44,-0.2,"weldhill"
2016-11-22,2016,327,"01",-0.9,5.44,-0.46,"weldhill"
2016-11-22,2016,327,"02",-0.9,5.44,-0.34,"weldhill"
2016-11-22,2016,327,"03",-0.9,5.44,-0.1,"weldhill"
2016-11-22,2016,327,"04",-0.9,5.44,-0.48,"weldhill"
2016-11-22,2016,327,"05",-0.9,5.44,-0.66,"weldhill"
2016-11-22,2016,327,"06",-0.9,5.44,-0.7,"weldhill"
2016-11-22,2016,327,"07",-0.9,5.44,-0.21,"weldhill"
2016-11-22,2016,327,"08",-0.9,5.44,1.02,"weldhill"
2016-11-22,2016,327,"09",-0.9,5.44,2.25,"weldhill"
2016-11-22,2016,327,"10",-0.9,5.44,3.62,"weldhill"
2016-11-22,2016,327,"11",-0.9,5.44,4.36,"weldhill"
2016-11-22,2016,327,"12",-0.9,5.44,5.15,"weldhill"
2016-11-22,2016,327,"13",-0.9,5.44,5.28,"weldhill"
2016-11-22,2016,327,"14",-0.9,5.44,5.09,"weldhill"
2016-11-22,2016,327,"15",-0.9,5.44,4.21,"weldhill"
2016-11-22,2016,327,"16",-0.9,5.44,3.05,"weldhill"
2016-11-22,2016,327,"17",-0.9,5.44,2.29,"weldhill"
2016-11-22,2016,327,"18",-0.9,5.44,1.66,"weldhill"
2016-11-22,2016,327,"19",-0.9,5.44,1.37,"weldhill"
2016-11-22,2016,327,"20",-0.9,5.44,0.91,"weldhill"
2016-11-22,2016,327,"21",-0.9,5.44,0.59,"weldhill"
2016-11-22,2016,327,"22",-0.9,5.44,0.15,"weldhill"
2016-11-22,2016,327,"23",-0.9,5.44,0.2,"weldhill"
2016-11-23,2016,328,"00",-0.26,6.99,0.06,"weldhill"
2016-11-23,2016,328,"01",-0.26,6.99,0.08,"weldhill"
2016-11-23,2016,328,"02",-0.26,6.99,0.76,"weldhill"
2016-11-23,2016,328,"03",-0.26,6.99,0.64,"weldhill"
2016-11-23,2016,328,"04",-0.26,6.99,0.43,"weldhill"
2016-11-23,2016,328,"05",-0.26,6.99,0.06,"weldhill"
2016-11-23,2016,328,"06",-0.26,6.99,-0.14,"weldhill"
2016-11-23,2016,328,"07",-0.26,6.99,0.12,"weldhill"
2016-11-23,2016,328,"08",-0.26,6.99,1.1,"weldhill"
2016-11-23,2016,328,"09",-0.26,6.99,2.52,"weldhill"
2016-11-23,2016,328,"10",-0.26,6.99,3.98,"weldhill"
2016-11-23,2016,328,"11",-0.26,6.99,4.94,"weldhill"
2016-11-23,2016,328,"12",-0.26,6.99,5.68,"weldhill"
2016-11-23,2016,328,"13",-0.26,6.99,6.55,"weldhill"
2016-11-23,2016,328,"14",-0.26,6.99,6.81,"weldhill"
2016-11-23,2016,328,"15",-0.26,6.99,6.4,"weldhill"
2016-11-23,2016,328,"16",-0.26,6.99,5.07,"weldhill"
2016-11-23,2016,328,"17",-0.26,6.99,4.09,"weldhill"
2016-11-23,2016,328,"18",-0.26,6.99,3,"weldhill"
2016-11-23,2016,328,"19",-0.26,6.99,2.37,"weldhill"
2016-11-23,2016,328,"20",-0.26,6.99,1.64,"weldhill"
2016-11-23,2016,328,"21",-0.26,6.99,1.32,"weldhill"
2016-11-23,2016,328,"22",-0.26,6.99,0.91,"weldhill"
2016-11-23,2016,328,"23",-0.26,6.99,0.19,"weldhill"
2016-11-24,2016,329,"00",-0.56,6,-0.44,"weldhill"
2016-11-24,2016,329,"01",-0.56,6,0.02,"weldhill"
2016-11-24,2016,329,"02",-0.56,6,0.29,"weldhill"
2016-11-24,2016,329,"03",-0.56,6,0.8,"weldhill"
2016-11-24,2016,329,"04",-0.56,6,0.44,"weldhill"
2016-11-24,2016,329,"05",-0.56,6,0.55,"weldhill"
2016-11-24,2016,329,"06",-0.56,6,0.65,"weldhill"
2016-11-24,2016,329,"07",-0.56,6,0.9,"weldhill"
2016-11-24,2016,329,"08",-0.56,6,1.55,"weldhill"
2016-11-24,2016,329,"09",-0.56,6,2.31,"weldhill"
2016-11-24,2016,329,"10",-0.56,6,3.13,"weldhill"
2016-11-24,2016,329,"11",-0.56,6,3.95,"weldhill"
2016-11-24,2016,329,"12",-0.56,6,5.07,"weldhill"
2016-11-24,2016,329,"13",-0.56,6,5.61,"weldhill"
2016-11-24,2016,329,"14",-0.56,6,5.89,"weldhill"
2016-11-24,2016,329,"15",-0.56,6,5.61,"weldhill"
2016-11-24,2016,329,"16",-0.56,6,4.84,"weldhill"
2016-11-24,2016,329,"17",-0.56,6,4.42,"weldhill"
2016-11-24,2016,329,"18",-0.56,6,4.62,"weldhill"
2016-11-24,2016,329,"19",-0.56,6,4.67,"weldhill"
2016-11-24,2016,329,"20",-0.56,6,4.16,"weldhill"
2016-11-24,2016,329,"21",-0.56,6,3.79,"weldhill"
2016-11-24,2016,329,"22",-0.56,6,3.85,"weldhill"
2016-11-24,2016,329,"23",-0.56,6,3.96,"weldhill"
2016-11-25,2016,330,"00",3.8,8.79,3.9,"weldhill"
2016-11-25,2016,330,"01",3.8,8.79,3.87,"weldhill"
2016-11-25,2016,330,"02",3.8,8.79,3.83,"weldhill"
2016-11-25,2016,330,"03",3.8,8.79,3.89,"weldhill"
2016-11-25,2016,330,"04",3.8,8.79,3.88,"weldhill"
2016-11-25,2016,330,"05",3.8,8.79,3.86,"weldhill"
2016-11-25,2016,330,"06",3.8,8.79,3.93,"weldhill"
2016-11-25,2016,330,"07",3.8,8.79,4.06,"weldhill"
2016-11-25,2016,330,"08",3.8,8.79,4.45,"weldhill"
2016-11-25,2016,330,"09",3.8,8.79,5.16,"weldhill"
2016-11-25,2016,330,"10",3.8,8.79,6.26,"weldhill"
2016-11-25,2016,330,"11",3.8,8.79,7.31,"weldhill"
2016-11-25,2016,330,"12",3.8,8.79,8.02,"weldhill"
2016-11-25,2016,330,"13",3.8,8.79,8.2,"weldhill"
2016-11-25,2016,330,"14",3.8,8.79,8.52,"weldhill"
2016-11-25,2016,330,"15",3.8,8.79,8.6,"weldhill"
2016-11-25,2016,330,"16",3.8,8.79,8.14,"weldhill"
2016-11-25,2016,330,"17",3.8,8.79,6.48,"weldhill"
2016-11-25,2016,330,"18",3.8,8.79,6.01,"weldhill"
2016-11-25,2016,330,"19",3.8,8.79,5.6,"weldhill"
2016-11-25,2016,330,"20",3.8,8.79,5.42,"weldhill"
2016-11-25,2016,330,"21",3.8,8.79,5.56,"weldhill"
2016-11-25,2016,330,"22",3.8,8.79,5.6,"weldhill"
2016-11-25,2016,330,"23",3.8,8.79,5.53,"weldhill"
2016-11-26,2016,331,"00",3.09,8.44,5.19,"weldhill"
2016-11-26,2016,331,"01",3.09,8.44,4.46,"weldhill"
2016-11-26,2016,331,"02",3.09,8.44,4.05,"weldhill"
2016-11-26,2016,331,"03",3.09,8.44,4,"weldhill"
