"id","provenance.lat","provenance.long","genus","species","year","budburst","leafout","yr.end","gdd.start","type","climatetype","id_year_type","gdd_bb","gdd_dvr","fs.count"
"87762",52.544676,13.407079,"Tilia","americana",2016,111,115,366,46,"Treespotters","weldhill","87762;2016;weldhill",334.699103453592,61.0496808510638,0
"87762",52.544676,13.407079,"Tilia","americana",2017,101,107,365,46,"Treespotters","weldhill","87762;2017;weldhill",218.03329787234,99.2856382978723,0
"87762",52.544676,13.407079,"Tilia","americana",2018,117,122,365,46,"Treespotters","weldhill","87762;2018;weldhill",269.48006012951,72.2198936170213,0
"87763",40.029163,-75.174784,"Tilia","americana",2016,105,115,366,46,"Treespotters","weldhill","87763;2016;weldhill",277.494209836571,115.155744680851,0
"87763",40.029163,-75.174784,"Tilia","americana",2017,106,107,365,46,"Treespotters","weldhill","87763;2017;weldhill",280.942978723404,36.9940425531915,0
"87763",40.029163,-75.174784,"Tilia","americana",2018,118,122,365,46,"Treespotters","weldhill","87763;2018;weldhill",283.617932469935,62.6851063829787,0
"86290",40.741813,-85.170682,"Tilia","americana",2016,111,115,366,46,"Treespotters","weldhill","86290;2016;weldhill",334.699103453592,61.0496808510638,0
"86290",40.741813,-85.170682,"Tilia","americana",2017,107,113,365,46,"Treespotters","weldhill","86290;2017;weldhill",297.417127659574,62.0740425531915,0
"86290",40.741813,-85.170682,"Tilia","americana",2018,118,121,365,46,"Treespotters","weldhill","86290;2018;weldhill",283.617932469935,40.01,0
"135911",NA,NA,"Fagus","grandifolia",2017,109,113,365,46,"Treespotters","weldhill","135911;2017;weldhill",310.613404255319,38.4148936170213,0
"85759",42.307153,-71.120872,"Betula","alleghaniensis",2016,109,114,366,46,"Treespotters","weldhill","85759;2016;weldhill",317.084209836571,75.0432978723404,0
"85759",42.307153,-71.120872,"Betula","alleghaniensis",2017,102,117,365,46,"Treespotters","weldhill","85759;2017;weldhill",231.147446808511,171.710212765957,0
"85759",42.307153,-71.120872,"Betula","alleghaniensis",2018,118,122,365,46,"Treespotters","weldhill","85759;2018;weldhill",283.617932469935,62.6851063829787,0
"85761",42.307153,-71.120872,"Betula","alleghaniensis",2016,112,119,366,46,"Treespotters","weldhill","85761;2016;weldhill",348.920486432316,82.1210638297872,0
"85761",42.307153,-71.120872,"Betula","alleghaniensis",2017,102,118,365,46,"Treespotters","weldhill","85761;2017;weldhill",231.147446808511,190.811489361702,0
"85761",42.307153,-71.120872,"Betula","alleghaniensis",2018,114,123,365,46,"Treespotters","weldhill","85761;2018;weldhill",235.619634597595,131.465212765957,0
"85762",42.307153,-71.120872,"Betula","alleghaniensis",2016,102,114,366,46,"Treespotters","weldhill","85762;2016;weldhill",257.915486432316,129.644574468085,0
"85762",42.307153,-71.120872,"Betula","alleghaniensis",2017,102,117,365,46,"Treespotters","weldhill","85762;2017;weldhill",231.147446808511,171.710212765957,0
"85762",42.307153,-71.120872,"Betula","alleghaniensis",2018,114,122,365,46,"Treespotters","weldhill","85762;2018;weldhill",235.619634597595,108.41329787234,0
"85763",42.307153,-71.120872,"Betula","alleghaniensis",2016,110,121,366,46,"Treespotters","weldhill","85763;2016;weldhill",326.076656645082,118.239255319149,0
"85763",42.307153,-71.120872,"Betula","alleghaniensis",2017,102,117,365,46,"Treespotters","weldhill","85763;2017;weldhill",231.147446808511,171.710212765957,0
"85763",42.307153,-71.120872,"Betula","alleghaniensis",2018,118,122,365,46,"Treespotters","weldhill","85763;2018;weldhill",283.617932469935,62.6851063829787,0
"85764",41.816407,-88.054785,"Betula","alleghaniensis",2016,102,114,366,46,"Treespotters","weldhill","85764;2016;weldhill",257.915486432316,129.644574468085,0
"85764",41.816407,-88.054785,"Betula","alleghaniensis",2017,102,117,365,46,"Treespotters","weldhill","85764;2017;weldhill",231.147446808511,171.710212765957,0
"85764",41.816407,-88.054785,"Betula","alleghaniensis",2018,114,121,365,46,"Treespotters","weldhill","85764;2018;weldhill",235.619634597595,85.7381914893617,0
"86258",42.307153,-71.120872,"Betula","nigra",2016,114,132,366,46,"Treespotters","weldhill","86258;2016;weldhill",379.086337496146,172.551063829787,0
"86258",42.307153,-71.120872,"Betula","nigra",2017,100,118,365,46,"Treespotters","weldhill","86258;2017;weldhill",198.131489361702,226.916170212766,0
"86258",42.307153,-71.120872,"Betula","nigra",2018,125,125,365,46,"Treespotters","weldhill","86258;2018;weldhill",394.492613320999,17.116914893617,0
"86259",40.063779,90.741031,"Betula","nigra",2016,111,127,366,46,"Treespotters","weldhill","86259;2016;weldhill",334.699103453592,154.193404255319,0
"86259",40.063779,90.741031,"Betula","nigra",2017,100,108,365,46,"Treespotters","weldhill","86259;2017;weldhill",198.131489361702,122.673510638298,0
"86259",40.063779,90.741031,"Betula","nigra",2018,118,125,365,46,"Treespotters","weldhill","86259;2018;weldhill",283.617932469935,125.012553191489,0
"86260",40.063779,90.741031,"Betula","nigra",2015,142,313,365,46,"Treespotters","weldhill","86260;2015;weldhill",NA,2826.30520833333,0
"86260",40.063779,90.741031,"Betula","nigra",2016,111,125,366,46,"Treespotters","weldhill","86260;2016;weldhill",334.699103453592,138.269680851064,0
"86260",40.063779,90.741031,"Betula","nigra",2017,101,117,365,46,"Treespotters","weldhill","86260;2017;weldhill",218.03329787234,191.612021276596,0
"86260",40.063779,90.741031,"Betula","nigra",2018,118,122,365,46,"Treespotters","weldhill","86260;2018;weldhill",283.617932469935,62.6851063829787,0
"86261",42.307153,-71.120872,"Betula","nigra",2016,114,130,366,46,"Treespotters","weldhill","86261;2016;weldhill",379.086337496146,143.774361702128,0
"86261",42.307153,-71.120872,"Betula","nigra",2017,100,118,365,46,"Treespotters","weldhill","86261;2017;weldhill",198.131489361702,226.916170212766,0
"86261",42.307153,-71.120872,"Betula","nigra",2018,122,122,365,46,"Treespotters","weldhill","86261;2018;weldhill",332.165166512488,22.6751063829787,0
"87754",40.063779,90.741031,"Betula","nigra",2016,112,130,366,46,"Treespotters","weldhill","87754;2016;weldhill",348.920486432316,175.335744680851,0
"87754",40.063779,90.741031,"Betula","nigra",2017,101,118,365,46,"Treespotters","weldhill","87754;2017;weldhill",218.03329787234,210.71329787234,0
"87754",40.063779,90.741031,"Betula","nigra",2018,122,125,365,46,"Treespotters","weldhill","87754;2018;weldhill",332.165166512488,85.0025531914894,0
"92209",42.307153,-71.120872,"Acer","saccharum",2016,116,130,366,46,"Treespotters","weldhill","92209;2016;weldhill",397.140486432316,122.908510638298,0
"92209",42.307153,-71.120872,"Acer","saccharum",2017,102,108,365,46,"Treespotters","weldhill","92209;2017;weldhill",231.147446808511,86.5688297872341,0
"86289",42.307153,-71.120872,"Tilia","americana",2016,94,118,366,46,"Treespotters","weldhill","86289;2016;weldhill",229.775380049337,179.005106382979,2
"86289",42.307153,-71.120872,"Tilia","americana",2017,98,107,365,46,"Treespotters","weldhill","86289;2017;weldhill",171.893085106383,130.154893617021,0
"86289",42.307153,-71.120872,"Tilia","americana",2018,121,122,365,46,"Treespotters","weldhill","86289;2018;weldhill",309.49006012951,34.7522340425532,0
"87757",42.307153,-71.120872,"Tilia","americana",2016,94,118,366,46,"Treespotters","weldhill","87757;2016;weldhill",229.775380049337,179.005106382979,2
"87757",42.307153,-71.120872,"Tilia","americana",2017,109,116,365,46,"Treespotters","weldhill","87757;2017;weldhill",310.613404255319,71.0746808510638,0
"87757",42.307153,-71.120872,"Tilia","americana",2018,123,124,365,46,"Treespotters","weldhill","87757;2018;weldhill",355.217081406105,45.2105319148936,0
"87756",42.307153,-71.120872,"Quercus","alba",2016,115,133,366,46,"Treespotters","weldhill","87756;2016;weldhill",387.126337496146,177.322765957447,0
"87756",42.307153,-71.120872,"Quercus","alba",2017,117,120,365,46,"Treespotters","weldhill","87756;2017;weldhill",389.743510638298,62.9372340425532,0
"86278",42.307153,-71.120872,"Populus","deltoides",2016,110,136,366,46,"Treespotters","weldhill","86278;2016;weldhill",326.076656645082,281.772553191489,0
"86278",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86278;2017;weldhill",297.417127659574,198.521595744681,0
"86278",42.307153,-71.120872,"Populus","deltoides",2018,117,124,365,46,"Treespotters","weldhill","86278;2018;weldhill",269.48006012951,117.430425531915,0
"86279",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86279;2017;weldhill",297.417127659574,198.521595744681,0
"86279",42.307153,-71.120872,"Populus","deltoides",2018,117,124,365,46,"Treespotters","weldhill","86279;2018;weldhill",269.48006012951,117.430425531915,0
"86280",42.307153,-71.120872,"Populus","deltoides",2016,122,136,366,46,"Treespotters","weldhill","86280;2016;weldhill",442.618571538699,163.53329787234,0
"86280",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86280;2017;weldhill",297.417127659574,198.521595744681,0
"86280",42.307153,-71.120872,"Populus","deltoides",2018,117,129,365,46,"Treespotters","weldhill","86280;2018;weldhill",269.48006012951,192.244255319149,0
"86281",42.307153,-71.120872,"Populus","deltoides",2017,107,124,365,46,"Treespotters","weldhill","86281;2017;weldhill",297.417127659574,198.521595744681,0
"86281",42.307153,-71.120872,"Populus","deltoides",2018,117,124,365,46,"Treespotters","weldhill","86281;2018;weldhill",269.48006012951,117.430425531915,0
"86282",43.13047,-77.604658,"Populus","deltoides",2016,127,133,366,46,"Treespotters","weldhill","86282;2016;weldhill",480.270060900401,85.4474468085106,0
"86282",43.13047,-77.604658,"Populus","deltoides",2017,102,120,365,46,"Treespotters","weldhill","86282;2017;weldhill",231.147446808511,220.580744680851,0
"86282",43.13047,-77.604658,"Populus","deltoides",2018,117,118,365,46,"Treespotters","weldhill","86282;2018;weldhill",269.48006012951,23.6726595744681,0
"85757",35.054271,-83.201019,"Aesculus","flava",2016,114,116,366,46,"Treespotters","weldhill","85757;2016;weldhill",379.086337496146,30.88,0
"85757",35.054271,-83.201019,"Aesculus","flava",2017,107,114,365,46,"Treespotters","weldhill","85757;2017;weldhill",297.417127659574,75.6017021276596,0
"85757",35.054271,-83.201019,"Aesculus","flava",2018,116,117,365,46,"Treespotters","weldhill","85757;2018;weldhill",259.945272895467,22.5051063829787,0
"85755",35.054271,-83.201019,"Aesculus","flava",2016,111,112,366,46,"Treespotters","weldhill","85755;2016;weldhill",334.699103453592,22.843829787234,0
"85755",35.054271,-83.201019,"Aesculus","flava",2017,108,108,365,46,"Treespotters","weldhill","85755;2017;weldhill",304.602127659574,7.185,0
"85755",35.054271,-83.201019,"Aesculus","flava",2018,114,117,365,46,"Treespotters","weldhill","85755;2018;weldhill",235.619634597595,45.7281914893617,0
"85756",35.054271,-83.201019,"Aesculus","flava",2016,110,112,366,46,"Treespotters","weldhill","85756;2016;weldhill",326.076656645082,31.8362765957447,0
"85758",NA,NA,"Aesculus","flava",2016,110,112,366,46,"Treespotters","weldhill","85758;2016;weldhill",326.076656645082,31.8362765957447,0
"85758",NA,NA,"Aesculus","flava",2018,112,116,365,46,"Treespotters","weldhill","85758;2018;weldhill",213.351230342276,55.0044680851064,0
"85751",35.054271,-83.201019,"Aesculus","flava",2016,105,108,366,46,"Treespotters","weldhill","85751;2016;weldhill",277.494209836571,32.0724468085106,0
"85751",35.054271,-83.201019,"Aesculus","flava",2018,117,122,365,46,"Treespotters","weldhill","85751;2018;weldhill",269.48006012951,72.2198936170213,0
"86276",42.307153,-71.120872,"Fagus","grandifolia",2016,115,118,366,46,"Treespotters","weldhill","86276;2016;weldhill",387.126337496146,29.6941489361702,0
"86276",42.307153,-71.120872,"Fagus","grandifolia",2017,108,117,365,46,"Treespotters","weldhill","86276;2017;weldhill",304.602127659574,92.3263829787234,0
"86273",NA,NA,"Fagus","grandifolia",2016,101,115,366,46,"Treespotters","weldhill","86273;2016;weldhill",249.44176302806,140.090319148936,0
"86274",42.307153,-71.120872,"Fagus","grandifolia",2016,115,115,366,46,"Treespotters","weldhill","86274;2016;weldhill",387.126337496146,8.04,0
