"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20327935, SEN S/N: 20327935)"
10/3/18 12:38,23.869
10/3/18 13:38,21.569
10/3/18 14:38,18.14
10/3/18 15:38,16.237
10/3/18 16:38,16.141
10/3/18 17:38,15.664
10/3/18 18:38,15.282
10/3/18 19:38,15.187
10/3/18 20:38,14.996
10/3/18 21:38,14.996
10/3/18 22:38,14.9
10/3/18 23:38,14.9
10/4/18 0:38,14.804
10/4/18 1:38,14.421
10/4/18 2:38,14.038
10/4/18 3:38,14.23
10/4/18 4:38,14.517
10/4/18 5:38,14.613
10/4/18 6:38,14.613
10/4/18 7:38,14.9
10/4/18 8:38,15.76
10/4/18 9:38,16.713
10/4/18 10:38,18.996
10/4/18 11:38,22.429
10/4/18 12:38,21.187
10/4/18 13:38,21.855
10/4/18 14:38,21.951
10/4/18 15:38,20.71
10/4/18 16:38,20.138
10/4/18 17:38,19.948
10/4/18 18:38,19.472
10/4/18 19:38,19.472
10/4/18 20:38,19.472
10/4/18 21:38,19.187
10/4/18 22:38,19.187
10/4/18 23:38,18.521
10/5/18 0:38,18.236
10/5/18 1:38,18.806
10/5/18 2:38,17.57
10/5/18 3:38,15.951
10/5/18 4:38,15.569
10/5/18 5:38,14.613
10/5/18 6:38,14.134
10/5/18 7:38,13.654
10/5/18 8:38,13.75
10/5/18 9:38,14.23
10/5/18 10:38,16.808
10/5/18 11:38,19.472
10/5/18 12:38,25.708
10/5/18 13:38,22.046
10/5/18 14:38,17.189
10/5/18 15:38,15.187
10/5/18 16:38,14.23
10/5/18 17:38,13.076
10/5/18 18:38,11.334
10/5/18 19:38,10.161
10/5/18 20:38,9.275
10/5/18 21:38,8.978
10/5/18 22:38,8.779
10/5/18 23:38,8.382
10/6/18 0:38,8.082
10/6/18 1:38,7.882
10/6/18 2:38,7.983
10/6/18 3:38,7.983
10/6/18 4:38,8.68
10/6/18 5:38,8.978
10/6/18 6:38,9.176
10/6/18 7:38,9.373
10/6/18 8:38,11.528
10/6/18 9:38,13.558
10/6/18 10:38,14.9
10/6/18 11:38,16.427
10/6/18 12:38,22.621
10/6/18 13:38,19.187
10/6/18 14:38,18.236
10/6/18 15:38,17.189
10/6/18 16:38,16.713
10/6/18 17:38,15.855
10/6/18 18:38,15.282
10/6/18 19:38,15.091
10/6/18 20:38,15.664
10/6/18 21:38,15.569
10/6/18 22:38,15.473
10/6/18 23:38,15.569
10/7/18 0:38,15.76
10/7/18 1:38,16.046
10/7/18 2:38,16.046
10/7/18 3:38,16.237
10/7/18 4:38,16.427
10/7/18 5:38,16.523
10/7/18 6:38,16.808
10/7/18 7:38,17.284
10/7/18 8:38,18.521
10/7/18 9:38,20.424
10/7/18 10:38,21.664
10/7/18 11:38,24.931
10/7/18 12:38,31.778
10/7/18 13:38,25.708
10/7/18 14:38,24.255
10/7/18 15:38,22.238
10/7/18 16:38,19.567
10/7/18 17:38,17.475
10/7/18 18:38,16.713
10/7/18 19:38,16.523
10/7/18 20:38,15.664
10/7/18 21:38,15.282
10/7/18 22:38,15.569
10/7/18 23:38,15.378
10/8/18 0:38,15.378
10/8/18 1:38,15.282
10/8/18 2:38,14.996
10/8/18 3:38,14.9
10/8/18 4:38,14.709
10/8/18 5:38,14.23
10/8/18 6:38,13.75
10/8/18 7:38,13.558
10/8/18 8:38,13.654
10/8/18 9:38,13.75
10/8/18 10:38,14.325
10/8/18 11:38,14.23
10/8/18 12:38,14.23
10/8/18 13:38,13.75
10/8/18 14:38,13.846
10/8/18 15:38,13.654
10/8/18 16:38,13.269
10/8/18 17:38,13.365
10/8/18 18:38,13.365
10/8/18 19:38,13.654
10/8/18 20:38,13.654
10/8/18 21:38,13.75
10/8/18 22:38,13.558
10/8/18 23:38,13.558
10/9/18 0:38,13.654
10/9/18 1:38,13.942
10/9/18 2:38,14.134
10/9/18 3:38,14.613
10/9/18 4:38,15.378
10/9/18 5:38,15.951
10/9/18 6:38,16.237
10/9/18 7:38,16.999
10/9/18 8:38,18.14
10/9/18 9:38,19.853
10/9/18 10:38,22.621
10/9/18 11:38,24.448
10/9/18 12:38,26.977
10/9/18 13:38,25.61
10/9/18 14:38,24.158
10/9/18 15:38,24.835
10/9/18 16:38,24.351
10/9/18 17:38,23.196
10/9/18 18:38,22.142
10/9/18 19:38,21.664
10/9/18 20:38,21.091
10/9/18 21:38,20.519
10/9/18 22:38,20.234
10/9/18 23:38,20.234
10/10/18 0:38,20.043
10/10/18 1:38,19.948
10/10/18 2:38,19.662
10/10/18 3:38,19.567
10/10/18 4:38,19.377
10/10/18 5:38,19.187
10/10/18 6:38,19.187
10/10/18 7:38,19.662
10/10/18 8:38,20.615
10/10/18 9:38,22.429
10/10/18 10:38,24.931
10/10/18 11:38,34.479
10/10/18 12:38,34.903
10/10/18 13:38,36.295
10/10/18 14:38,29.552
10/10/18 15:38,27.665
10/10/18 16:38,26.488
10/10/18 17:38,25.028
10/10/18 18:38,22.333
10/10/18 19:38,22.812
10/10/18 20:38,22.621
10/10/18 21:38,21.855
10/10/18 22:38,21.187
10/10/18 23:38,21.187
10/11/18 0:38,21.473
10/11/18 1:38,20.519
10/11/18 2:38,20.424
10/11/18 3:38,20.138
10/11/18 4:38,19.948
10/11/18 5:38,18.331
10/11/18 6:38,17.475
10/11/18 7:38,16.999
10/11/18 8:38,16.903
10/11/18 9:38,17.094
10/11/18 10:38,17.094
10/11/18 11:38,17.95
10/11/18 12:38,18.045
10/11/18 13:38,18.806
10/11/18 14:38,17.094
10/11/18 15:38,16.046
10/11/18 16:38,15.282
10/11/18 17:38,15.187
10/11/18 18:38,15.569
10/11/18 19:38,15.378
10/11/18 20:38,14.709
10/11/18 21:38,14.709
10/11/18 22:38,14.23
10/11/18 23:38,14.421
10/12/18 0:38,14.421
10/12/18 1:38,14.517
10/12/18 2:38,14.517
10/12/18 3:38,14.421
10/12/18 4:38,14.517
10/12/18 5:38,14.421
10/12/18 6:38,14.421
10/12/18 7:38,14.325
10/12/18 8:38,14.038
10/12/18 9:38,13.654
10/12/18 10:38,13.365
10/12/18 11:38,12.594
10/12/18 12:38,12.98
10/12/18 13:38,14.613
10/12/18 14:38,14.996
10/12/18 15:38,14.996
10/12/18 16:38,14.9
10/12/18 17:38,13.654
10/12/18 18:38,11.431
10/12/18 19:38,10.161
10/12/18 20:38,10.161
10/12/18 21:38,10.357
